cluster,n_atoms,E_cluster,BE_per_atom
C-53965-5632-1460,240,-8.454542280084443,-7.3347727404996474
C-53965-5632-1462,240,-8.657880233149573,-7.333925499028543
C-53965-5632-1463,240,-8.342499490476447,-7.335239585456348
C-53965-5632-1464,240,-11.13658557817456,-7.323597560090939
C-53965-5632-1466,240,-9.742587552750846,-7.329405885196872
C-53965-5632-1468,240,-9.197714765309124,-7.331676188477878
C-53965-5632-1469,240,-8.98440139472703,-7.332564994188638
C-53965-5632-147,240,-8.984391815468245,-7.332565034102216
C-53965-5632-1470,240,-8.33455742473276,-7.335272677396946
C-53965-5632-1471,240,-8.632159582041922,-7.334032668408159
C-53965-5632-1472,240,-9.665113687396092,-7.329728692969183
C-53965-5632-1473,240,-9.298302910131891,-7.331257071207784
C-53965-5632-1474,240,-8.79050738198821,-7.333372885908383
C-53965-5632-1475,240,-8.298921151562048,-7.335421161868491
C-53965-5632-1476,240,-8.19613883758453,-7.335849421510064
C-53965-5632-1477,240,-9.865162741995944,-7.328895155241684
C-53965-5632-1478,240,-8.729339067724968,-7.333627753884479
C-53965-5632-1479,240,-8.93245842417718,-7.3327814232325945
C-53965-5632-148,240,-11.16437106008939,-7.323481787249627
C-53965-5632-1480,240,-8.513471384078276,-7.33452720256634
C-53965-5632-1481,240,-7.320179657193958,-7.339499251428359
C-53965-5632-1483,240,-8.34613250267733,-7.335224447905511
C-53965-5632-1484,240,-8.552351985706157,-7.334365200059557
C-53965-5632-1485,240,-8.540913481099654,-7.334412860495418
C-53965-5632-1487,240,-10.01575879428744,-7.328267671690469
C-53965-5632-1488,240,-9.865149760989668,-7.328895209329209
C-53965-5632-1489,240,-9.94082151160111,-7.328579910368329
C-53965-5632-149,240,-8.944084617707794,-7.33273298075955
C-53965-5632-1490,240,-8.387960133567631,-7.335050166110134
C-53965-5632-1491,240,-8.39540015839415,-7.335019166006691
C-53965-5632-1492,240,-11.98163030284541,-7.320076540404811
C-53965-5632-1493,240,-8.936070525342878,-7.33276637281107
C-53965-5632-1494,240,-8.984387817769406,-7.332565050759294
C-53965-5632-1495,240,-7.700847283270958,-7.337913136319703
C-53965-5632-1497,240,-9.605149023736946,-7.32997854573443
C-53965-5632-1498,240,-8.480442600372292,-7.334664822498449
C-53965-5632-1499,240,-10.98836866899939,-7.324215130545836
C-53965-5632-150,240,-9.574771146022693,-7.330105120224905
C-53965-5632-1500,240,-8.81964160286464,-7.333251493321397
C-53965-5632-152,240,-11.32639453182296,-7.322806689450738
C-53965-5632-153,240,-9.647799133948208,-7.329800836941883
C-53965-5632-156,240,-11.1366026801639,-7.32359748883265
C-53965-5632-157,240,-9.5868396710579,-7.330054834703925
C-53965-5632-16,240,-9.8651777702818,-7.328895092623825
C-53965-5632-160,240,-8.886160587152279,-7.332974330886866
C-53965-5632-161,240,-8.533238260663692,-7.334444840580568
C-53965-5632-162,240,-8.868218539595448,-7.333049089418352
C-53965-5632-163,240,-8.627034636368515,-7.3340540223484645
C-53965-5632-165,240,-8.802742043036549,-7.333321908154015
C-53965-5632-166,240,-9.449915846135962,-7.3306253506411
C-53965-5632-167,240,-8.545114886786827,-7.334395354638388
C-53965-5632-168,240,-8.984371694439927,-7.332565117939834
C-53965-5632-169,240,-8.984386873941006,-7.332565054691912
C-53965-5632-17,240,-10.63279112714971,-7.3256967036368765
C-53965-5632-170,240,-8.511476330482493,-7.334535515289656
C-53965-5632-171,240,-8.538437491627896,-7.334423177118216
C-53965-5632-173,240,-8.533650943353818,-7.334443121069358
C-53965-5632-175,240,-8.70100618155119,-7.33374580757687
C-53965-5632-176,240,-8.984382059792482,-7.332565074750864
C-53965-5632-177,240,-8.819355653779267,-7.333252684775919
C-53965-5632-178,240,-8.817652399232761,-7.333259781669864
C-53965-5632-179,240,-8.802760629049462,-7.333321830712293
C-53965-5632-180,240,-8.715311176309791,-7.333686203432042
C-53965-5632-182,240,-8.354160577964304,-7.335190997591815
C-53965-5632-183,240,-8.496759207996167,-7.33459683663335
C-53965-5632-184,240,-8.774543189642735,-7.333439403376488
C-53965-5632-185,240,-8.458050102035067,-7.334758124574853
C-53965-5632-186,240,-8.651289170480476,-7.333952961789665
C-53965-5632-187,240,-8.55266893867314,-7.334363879422195
C-53965-5632-188,240,-8.79050596680911,-7.333372891804961
C-53965-5632-189,240,-8.725477081303902,-7.333643845494566
C-53965-5632-19,240,-8.297959173825943,-7.335425170109058
C-53965-5632-190,240,-8.984398317927386,-7.332565007008636
C-53965-5632-191,240,-8.936069954013432,-7.332766375191611
C-53965-5632-192,240,-8.486214509646679,-7.3346407728764715
C-53965-5632-193,240,-8.346211167961568,-7.335224120133493
C-53965-5632-194,240,-10.89347580894077,-7.324610517462746
C-53965-5632-195,240,-8.817570039794052,-7.333260124834192
C-53965-5632-196,240,-8.765852950871079,-7.333475612704704
C-53965-5632-198,240,-8.738381412304756,-7.33359007744873
C-53965-5632-199,240,-8.984386098781197,-7.3325650579217445
C-53965-5632-2,240,-10.35769375953717,-7.326842942668595
C-53965-5632-20,240,-8.810111933387024,-7.333291200277554
C-53965-5632-200,240,-8.622900006227749,-7.33407124997405
C-53965-5632-201,240,-8.93606411719627,-7.332766399511682
C-53965-5632-202,240,-8.952039408685893,-7.332699835797142
C-53965-5632-203,240,-8.632285235663016,-7.334032144851404
C-53965-5632-204,240,-8.012652981852503,-7.336613945908948
C-53965-5632-205,240,-8.984388726486069,-7.332565046972975
C-53965-5632-206,240,-9.382913153918498,-7.330904528525339
C-53965-5632-207,240,-8.373722394830152,-7.335109490021541
C-53965-5632-208,240,-8.37265364401915,-7.33511394314992
C-53965-5632-209,240,-8.631265099588942,-7.334036395418379
C-53965-5632-21,240,-8.55958674932802,-7.334335055211133
C-53965-5632-211,240,-8.752576587543178,-7.333530930885236
C-53965-5632-212,240,-8.369074933464859,-7.335128854443896
C-53965-5632-213,240,-8.32501889550022,-7.335312421268749
C-53965-5632-214,240,-8.790519626065743,-7.333372834891392
C-53965-5632-215,240,-8.655182063901355,-7.333936741400411
C-53965-5632-216,240,-8.55726616478419,-7.334344724313399
C-53965-5632-217,240,-8.374129354656642,-7.335107794355597
C-53965-5632-218,240,-8.724345223288614,-7.333648561569631
C-53965-5632-219,240,-8.984395339207598,-7.3325650194199685
C-53965-5632-220,240,-8.53524597188386,-7.33443647511715
C-53965-5632-221,240,-8.796391719799386,-7.333348367834168
C-53965-5632-222,240,-8.95895936609241,-7.332671002641281
C-53965-5632-223,240,-8.406299482339444,-7.334973752156919
C-53965-5632-224,240,-8.632180543474396,-7.334032581068857
C-53965-5632-225,240,-8.256071658155763,-7.335599701424351
C-53965-5632-226,240,-8.350423006090406,-7.335206570807957
C-53965-5632-227,240,-8.98438716717081,-7.332565053470121
C-53965-5632-229,240,-8.400285821664514,-7.334998809076398
C-53965-5632-23,240,-8.722486798022995,-7.333656305008237
C-53965-5632-231,240,-9.425574697733838,-7.330726772092776
C-53965-5632-233,240,-8.632176015326614,-7.334032599936139
C-53965-5632-234,240,-10.9133294007344,-7.324527794163606
C-53965-5632-235,240,-8.623738921767425,-7.334067754492636
C-53965-5632-238,240,-8.984365389036782,-7.332565144212347
C-53965-5632-239,240,-8.37372044896901,-7.335109498129296
C-53965-5632-24,240,-8.486198141651057,-7.334640841076453
C-53965-5632-240,240,-8.984368851769155,-7.332565129784295
C-53965-5632-241,240,-8.936040846842625,-7.332766496471489
C-53965-5632-243,240,-9.012627434683724,-7.332447385688818
C-53965-5632-244,240,-8.765823941568684,-7.333475733576797
C-53965-5632-245,240,-9.145993543524769,-7.331891693568647
C-53965-5632-246,240,-8.72341604885111,-7.333652433129787
C-53965-5632-247,240,-8.472973615090535,-7.334695943270456
C-53965-5632-248,240,-9.921319352514098,-7.3286611693645245
C-53965-5632-250,240,-9.886503743743795,-7.328806234401068
C-53965-5632-251,240,-9.606929503087532,-7.329971127070468
C-53965-5632-252,240,-9.828495017645986,-7.329047937426475
C-53965-5632-253,240,-8.34112951709178,-7.335245293678784
C-53965-5632-255,240,-8.619182958788398,-7.334086737671715
C-53965-5632-256,240,-8.790493941103117,-7.333372941912071
C-53965-5632-257,240,-8.723424864117879,-7.333652396399509
C-53965-5632-258,240,-8.279217435664957,-7.335503260684729
C-53965-5632-259,240,-9.865165651870992,-7.3288951431172045
C-53965-5632-26,240,-10.08669571984309,-7.32797210116732
C-53965-5632-260,240,-8.279208520822111,-7.3355032978299075
C-53965-5632-261,240,-8.821543987014845,-7.333243566720771
C-53965-5632-263,240,-9.626771929297774,-7.329888450294592
C-53965-5632-264,240,-8.544721570117126,-7.334396993457845
C-53965-5632-267,240,-8.836797747027312,-7.3331800093873865
C-53965-5632-268,240,-8.315480381098117,-7.335352165078758
C-53965-5632-269,240,-8.630813280656625,-7.334038277997264
C-53965-5632-27,240,-8.873406310706692,-7.333027473705388
C-53965-5632-270,240,-8.984388230983514,-7.3325650490375684
C-53965-5632-271,240,-8.490546721335237,-7.334622721994436
C-53965-5632-272,240,-8.458070640381822,-7.33475803899841
C-53965-5632-273,240,-9.140846638242198,-7.331913139007324
C-53965-5632-274,240,-8.035388475919126,-7.336519214683671
C-53965-5632-276,240,-8.66251775357819,-7.333906176026757
C-53965-5632-28,240,-9.858488418898764,-7.328922964921255
C-53965-5632-280,240,-8.45173333264485,-7.334784444447313
C-53965-5632-281,240,-8.366869612173552,-7.33513804328261
C-53965-5632-282,240,-8.779048319419648,-7.333420632002418
C-53965-5632-283,240,-9.088113533800088,-7.332132860275832
C-53965-5632-284,240,-9.038965267360984,-7.332337644719329
C-53965-5632-286,240,-9.88649373776726,-7.328806276092636
C-53965-5632-287,240,-9.865162836095916,-7.328895154849601
C-53965-5632-288,240,-8.543459052689876,-7.3344022539471245
C-53965-5632-289,240,-9.865165543082643,-7.328895143570489
C-53965-5632-29,240,-8.279210706782827,-7.335503288721738
C-53965-5632-290,240,-9.940821531909462,-7.32857991028371
C-53965-5632-291,240,-8.373716669424516,-7.335109513877398
C-53965-5632-292,240,-8.984383086423923,-7.332565070473233
C-53965-5632-293,240,-8.54815525031958,-7.334382686457002
C-53965-5632-294,240,-8.731842904545172,-7.333617321231062
C-53965-5632-295,240,-8.333318897930463,-7.33527783792529
C-53965-5632-296,240,-8.653216741259572,-7.333944930244752
C-53965-5632-297,240,-11.06431357015996,-7.323898693457666
C-53965-5632-299,240,-8.732731418224756,-7.3336136190907295
C-53965-5632-3,240,-9.129581450928578,-7.331960077287798
C-53965-5632-30,240,-8.490522906447067,-7.334622821223137
C-53965-5632-300,240,-8.486165668635637,-7.334640976380684
C-53965-5632-301,240,-8.802731777792594,-7.333321950925864
C-53965-5632-302,240,-9.865164667804427,-7.328895147217481
C-53965-5632-303,240,-8.346187451923463,-7.3352242189503185
C-53965-5632-304,240,-11.13663806780811,-7.323597341384133
C-53965-5632-307,240,-9.223160654251702,-7.331570163940618
C-53965-5632-308,240,-9.612133297814536,-7.329949444592439
C-53965-5632-309,240,-9.622851159143888,-7.3299047868369005
C-53965-5632-31,240,-10.17342255174298,-7.327610739367738
C-53965-5632-310,240,-11.08011330575188,-7.323832861226034
C-53965-5632-312,240,-9.903051059132949,-7.328737287253613
C-53965-5632-314,240,-8.346164284095806,-7.335224315482934
C-53965-5632-315,240,-8.984381799592104,-7.332565075835033
C-53965-5632-316,240,-8.890700146625742,-7.332955416055726
C-53965-5632-317,240,-8.72002604748007,-7.3336665581355
C-53965-5632-318,240,-8.984397497430274,-7.332565010427373
C-53965-5632-319,240,-9.052693486706602,-7.332280443805389
C-53965-5632-32,240,-8.841955999988418,-7.333158516666715
C-53965-5632-320,240,-9.865160878963696,-7.328895163004318
C-53965-5632-321,240,-8.55081895459727,-7.334371587689178
C-53965-5632-322,240,-8.414986405437604,-7.33493755664401
C-53965-5632-323,240,-8.556433823501473,-7.334348192402077
C-53965-5632-325,240,-8.584573438314242,-7.3342309440070235
C-53965-5632-326,240,-8.819052370224737,-7.333253948457397
C-53965-5632-327,240,-8.441809720021451,-7.334825792833244
C-53965-5632-328,240,-10.85679703463971,-7.324763345689002
C-53965-5632-329,240,-8.984393387452664,-7.33256502755228
C-53965-5632-330,240,-8.607393889093693,-7.3341358587954435
C-53965-5632-332,240,-8.627551320780535,-7.334051869496747
C-53965-5632-333,240,-9.11680906258319,-7.33201329557257
C-53965-5632-334,240,-9.913730306750276,-7.328692790388541
C-53965-5632-335,240,-8.607909787371165,-7.334133709219286
C-53965-5632-336,240,-8.538241261867901,-7.334423994742218
C-53965-5632-337,240,-8.645103774267552,-7.333978734273885
C-53965-5632-338,240,-8.802737857651966,-7.333321925593117
C-53965-5632-339,240,-9.6069470517692,-7.3299710539509615
C-53965-5632-34,240,-8.984390574567335,-7.332565039272636
C-53965-5632-340,240,-8.83857347493422,-7.333172610521107
C-53965-5632-342,240,-8.790508920153057,-7.333372879499362
C-53965-5632-343,240,-8.81640900546336,-7.3332649624772355
C-53965-5632-344,240,-8.279213889026337,-7.33550327546239
C-53965-5632-345,240,-9.909359295909733,-7.3287110029337095
C-53965-5632-346,240,-8.366549520370809,-7.3351393769984545
C-53965-5632-347,240,-8.911446329286512,-7.332868973627972
C-53965-5632-349,240,-8.972905911303423,-7.332612892036236
C-53965-5632-35,240,-8.984407380164678,-7.332564969249314
C-53965-5632-350,240,-9.258677863922085,-7.331422175566991
C-53965-5632-351,240,-9.586848818479545,-7.3300547965896685
C-53965-5632-352,240,-8.538258157186277,-7.3344239243450575
C-53965-5632-354,240,-10.3576929292908,-7.326842946127955
C-53965-5632-355,240,-9.496053965111205,-7.330433108478703
C-53965-5632-356,240,-8.935850445341153,-7.332767289811078
C-53965-5632-357,240,-8.644585232443854,-7.333980894864817
C-53965-5632-358,240,-11.40641561791052,-7.3224732682587055
C-53965-5632-359,240,-8.98439007892302,-7.33256504133782
C-53965-5632-360,240,-8.817494031838493,-7.333260441534006
C-53965-5632-361,240,-8.936063784595957,-7.332766400897516
C-53965-5632-363,240,-8.458063117943807,-7.334758070341901
C-53965-5632-364,240,-8.666555036969774,-7.3338893540126255
C-53965-5632-366,240,-10.36833917664029,-7.326798586763998
C-53965-5632-367,240,-10.39109230572893,-7.326703782059463
C-53965-5632-368,240,-9.100691637441708,-7.3320804515106595
C-53965-5632-369,240,-8.876211730439447,-7.333015784456502
C-53965-5632-37,240,-9.86516628489162,-7.328895140479618
C-53965-5632-370,240,-9.665122641433054,-7.329728655660696
C-53965-5632-371,240,-8.891698777875055,-7.332951255092187
C-53965-5632-372,240,-8.353196259112003,-7.335195015587033
C-53965-5632-373,240,-8.882504791757952,-7.332989563367675
C-53965-5632-374,240,-9.298291505273344,-7.331257118728028
C-53965-5632-375,240,-8.67112371839423,-7.333870317840024
C-53965-5632-376,240,-8.34615792746587,-7.3352243419688925
C-53965-5632-377,240,-8.753671130203966,-7.333526370290817
C-53965-5632-378,240,-8.648942232922172,-7.333962740696157
C-53965-5632-379,240,-8.548459779915765,-7.334381417583685
C-53965-5632-38,240,-11.12934298787827,-7.323627737550507
C-53965-5632-382,240,-9.102579665495238,-7.332072584727102
C-53965-5632-384,240,-8.3425164308796,-7.3352395148713345
C-53965-5632-385,240,-9.14429747014144,-7.331898760541077
C-53965-5632-386,240,-11.13659425355792,-7.3235975239435085
C-53965-5632-387,240,-8.438628374689628,-7.334839048438793
C-53965-5632-389,240,-8.325018998683715,-7.335312420838818
C-53965-5632-39,240,-8.720032360119093,-7.3336665318328365
C-53965-5632-390,240,-8.98439084637036,-7.332565038140123
C-53965-5632-391,240,-8.548861797355475,-7.334379742511018
C-53965-5632-392,240,-8.81223914074162,-7.333282336913576
C-53965-5632-393,240,-10.18732547750204,-7.327552810510408
C-53965-5632-394,240,-10.31436707866189,-7.3270234705055755
C-53965-5632-395,240,-8.645180625278744,-7.333978414061338
C-53965-5632-396,240,-9.038972180100895,-7.332337615916246
C-53965-5632-397,240,-8.819065473848186,-7.3332538938589655
C-53965-5632-398,240,-9.146308199366104,-7.331890382502641
C-53965-5632-399,240,-8.984389189178923,-7.332565045045087
C-53965-5632-4,240,-9.85280407370637,-7.32894664969289
C-53965-5632-40,240,-9.829919685593097,-7.329042001310029
C-53965-5632-400,240,-8.965197223682884,-7.332645011567988
C-53965-5632-401,240,-8.743852770710122,-7.333567280122041
C-53965-5632-402,240,-9.865162098189774,-7.328895157924209
C-53965-5632-403,240,-8.486195743789201,-7.334640851067545
C-53965-5632-404,240,-8.486189792814928,-7.334640875863271
C-53965-5632-406,240,-10.97055405246785,-7.324289358114717
C-53965-5632-407,240,-8.72721184207871,-7.333636617324672
C-53965-5632-408,240,-8.984399376046323,-7.332565002599807
C-53965-5632-409,240,-9.858492575784634,-7.328922947600898
C-53965-5632-41,240,-8.790504983556014,-7.333372895901849
C-53965-5632-410,240,-8.75479221456812,-7.333521699105966
C-53965-5632-411,240,-11.40642832485681,-7.322473215313097
C-53965-5632-412,240,-8.955610829064524,-7.332684954878898
C-53965-5632-413,240,-8.620477411223757,-7.334081344119901
C-53965-5632-415,240,-8.98440866803326,-7.332564963883195
C-53965-5632-417,240,-8.53417328333303,-7.334440944652779
C-53965-5632-418,240,-11.00950432181686,-7.324127065325763
C-53965-5632-419,240,-9.088091653330828,-7.332132951444454
C-53965-5632-42,240,-8.387965080042438,-7.335050145499823
C-53965-5632-420,240,-8.486179410821933,-7.334640919121575
C-53965-5632-421,240,-8.790498552432071,-7.333372922698199
C-53965-5632-422,240,-8.984386114780623,-7.3325650578550805
C-53965-5632-423,240,-8.546365273716457,-7.334390144692848
C-53965-5632-424,240,-8.267616059133095,-7.335551599753612
C-53965-5632-425,240,-8.71850392091954,-7.333672900329502
C-53965-5632-426,240,-8.98438468078567,-7.332565063830059
C-53965-5632-427,240,-9.026612458839914,-7.332389114754833
C-53965-5632-428,240,-9.852806164325788,-7.328946640981976
C-53965-5632-429,240,-10.65397851319552,-7.325608422861685
C-53965-5632-430,240,-8.334010259557251,-7.335274957251844
C-53965-5632-431,240,-8.018596081331014,-7.336589182994454
C-53965-5632-432,240,-8.984365814930745,-7.3325651424377885
C-53965-5632-433,240,-8.984392296058225,-7.332565032099756
C-53965-5632-436,240,-9.865142955736093,-7.328895237684433
C-53965-5632-437,240,-9.865170412646545,-7.328895123280639
C-53965-5632-438,240,-8.533245598784285,-7.334444810005065
C-53965-5632-439,240,-8.80272846449953,-7.333321964731252
C-53965-5632-44,240,-8.802724023100481,-7.333321983237082
C-53965-5632-440,240,-8.984381187326388,-7.33256507838614
C-53965-5632-441,240,-9.950271428263253,-7.32854053571557
C-53965-5632-442,240,-8.342507557978868,-7.335239551841754
C-53965-5632-443,240,-8.486195312272727,-7.3346408528655305
C-53965-5632-444,240,-8.97564420122113,-7.332601482494912
C-53965-5632-445,240,-9.981854025111259,-7.328408941562036
C-53965-5632-446,240,-8.544206060075467,-7.334399141416352
C-53965-5632-447,240,-9.010295387255312,-7.332457102553103
C-53965-5632-448,240,-8.54422909297405,-7.334399045445941
C-53965-5632-449,240,-8.572519949845509,-7.334281166875644
C-53965-5632-45,240,-8.538238381103653,-7.334424006745402
C-53965-5632-450,240,-8.984384635963028,-7.33256506401682
C-53965-5632-451,240,-9.088124913042368,-7.332132812862324
C-53965-5632-452,240,-8.790480342139501,-7.3333729985744185
C-53965-5632-453,240,-8.790504514424509,-7.333372897856564
C-53965-5632-454,240,-8.984392095467618,-7.332565032935551
C-53965-5632-455,240,-8.54972741519295,-7.334376135770029
C-53965-5632-456,240,-8.745759059646774,-7.333559337251471
C-53965-5632-457,240,-8.958626904691778,-7.332672387897118
C-53965-5632-458,240,-8.486207934050617,-7.334640800274789
C-53965-5632-459,240,-8.820114733226918,-7.333249521944888
C-53965-5632-460,240,-8.752467089353596,-7.333531387127693
C-53965-5632-461,240,-8.620159073364988,-7.334082670527646
C-53965-5632-463,240,-9.396337473299566,-7.330848593861251
C-53965-5632-464,240,-9.865165498192912,-7.32889514375753
C-53965-5632-466,240,-8.967713429453198,-7.332634527377278
C-53965-5632-467,240,-10.35771723419032,-7.32684284485754
C-53965-5632-468,240,-8.845769741683181,-7.33314262607632
C-53965-5632-469,240,-8.779348336878174,-7.333419381929674
C-53965-5632-47,240,-10.17346098957405,-7.327610579210107
C-53965-5632-470,240,-8.814910487487161,-7.333271206302137
C-53965-5632-471,240,-8.98438394783374,-7.332565066884026
C-53965-5632-472,240,-9.605133263473531,-7.329978611402193
C-53965-5632-473,240,-9.86515598429467,-7.328895183398772
C-53965-5632-474,240,-10.36181738344589,-7.326825760902309
C-53965-5632-475,240,-8.544172471881502,-7.33439928136716
C-53965-5632-476,240,-9.912784736800933,-7.32869673026333
C-53965-5632-477,240,-9.865170051050281,-7.328895124787291
C-53965-5632-479,240,-8.820215003210915,-7.333249104153287
C-53965-5632-48,240,-10.90428900021139,-7.32456546249912
C-53965-5632-481,240,-8.819645907233111,-7.333251475386529
C-53965-5632-482,240,-12.92366570254921,-7.316151392906045
C-53965-5632-483,240,-9.858492707883645,-7.328922947050485
C-53965-5632-484,240,-10.03352760146116,-7.328193634993911
C-53965-5632-485,240,-8.614612281231073,-7.334105782161537
C-53965-5632-487,240,-8.667174824252934,-7.333886771565613
C-53965-5632-488,240,-8.544730290798418,-7.3343969571216725
C-53965-5632-489,240,-8.975652257436503,-7.332601448927348
C-53965-5632-49,240,-8.653796343694577,-7.3339425152346065
C-53965-5632-490,240,-7.913657215277459,-7.337026428269677
C-53965-5632-491,240,-8.854099324242638,-7.333107919482321
C-53965-5632-492,240,-8.316100432431222,-7.335349581531536
C-53965-5632-493,240,-8.455751671222764,-7.334767701369905
C-53965-5632-494,240,-8.399092739674296,-7.335003780251357
C-53965-5632-495,240,-8.490521804897362,-7.334622825812928
C-53965-5632-496,240,-8.779334293994694,-7.333419440441689
C-53965-5632-497,240,-10.54141389150845,-7.326077442118715
C-53965-5632-498,240,-8.546335168815,-7.334390270129938
C-53965-5632-499,240,-8.543191027332444,-7.334403370719448
C-53965-5632-5,240,-9.192378105685888,-7.331698424559642
C-53965-5632-50,240,-8.718497684120807,-7.333672926316163
C-53965-5632-500,240,-8.936061229209084,-7.332766411544962
C-53965-5632-501,240,-8.53418703934567,-7.33444088733606
C-53965-5632-502,240,-8.984372360425397,-7.332565115164894
C-53965-5632-504,240,-8.534184964208025,-7.334440895982467
C-53965-5632-506,240,-10.17749299201986,-7.327593779199917
C-53965-5632-507,240,-8.550345317184735,-7.3343735611783965
C-53965-5632-508,240,-8.984392383698825,-7.332565031734588
C-53965-5632-509,240,-8.848272686537996,-7.333132197139425
C-53965-5632-51,240,-8.991707110796463,-7.332534553705015
C-53965-5632-510,240,-9.050039587658448,-7.33229150171809
C-53965-5632-511,240,-8.696153372340376,-7.3337660276152485
C-53965-5632-512,240,-8.346173968126394,-7.3352242751328065
C-53965-5632-513,240,-8.681613572591074,-7.333826610114204
C-53965-5632-514,240,-8.118931917401596,-7.336171117010826
C-53965-5632-515,240,-8.957683124186815,-7.332676320315888
C-53965-5632-516,240,-8.649977699444344,-7.333958426252314
C-53965-5632-518,240,-8.72234320334845,-7.3336569033193815
C-53965-5632-52,240,-9.105806315446408,-7.332059140352306
C-53965-5632-520,240,-8.9756288403694,-7.332601546498461
C-53965-5632-521,240,-8.03537908071061,-7.336519253830373
C-53965-5632-522,240,-9.556177853519435,-7.330182592277002
C-53965-5632-523,240,-8.387578633150875,-7.335051755695204
C-53965-5632-524,240,-8.620167039148615,-7.334082637336881
C-53965-5632-525,240,-9.86515551417345,-7.32889518535761
C-53965-5632-527,240,-8.631254855790825,-7.334036438100871
C-53965-5632-528,240,-9.586851874956125,-7.330054783854349
C-53965-5632-529,240,-8.984364455715347,-7.332565148101185
C-53965-5632-53,240,-8.871166361259464,-7.333036806828086
C-53965-5632-530,240,-8.940715359956327,-7.332747019333515
C-53965-5632-531,240,-8.984386175447845,-7.3325650576023005
C-53965-5632-532,240,-9.126883457816396,-7.331971318925765
C-53965-5632-533,240,-8.351675000947031,-7.33520135416272
C-53965-5632-534,240,-10.35768948755092,-7.326842960468538
C-53965-5632-535,240,-8.678284882778186,-7.333840479655091
C-53965-5632-536,240,-8.359006806915179,-7.335170804971186
C-53965-5632-537,240,-8.726805650142007,-7.333638309791074
C-53965-5632-538,240,-8.720054924293384,-7.3336664378154435
C-53965-5632-539,240,-8.818880446745057,-7.333254664805229
C-53965-5632-54,240,-11.13660831520568,-7.32359746535331
C-53965-5632-540,240,-8.802741863433452,-7.33332190890236
C-53965-5632-542,240,-8.984392625637758,-7.332565030726509
C-53965-5632-544,240,-8.807930238085893,-7.333300290674642
C-53965-5632-546,240,-8.456373620254963,-7.334765109915605
C-53965-5632-547,240,-11.13663078399222,-7.323597371733366
C-53965-5632-548,240,-9.605144596261109,-7.329978564182245
C-53965-5632-549,240,-9.586844505311669,-7.3300548145612
C-53965-5632-55,240,-8.848266420233529,-7.333132223249026
C-53965-5632-550,240,-8.919783607744545,-7.332834234967731
C-53965-5632-551,240,-8.534186603777009,-7.334440889150929
C-53965-5632-552,240,-8.802742727053104,-7.333321905303945
C-53965-5632-553,240,-8.453940899948336,-7.334775246250215
C-53965-5632-554,240,-9.088136037920318,-7.332132766508665
C-53965-5632-555,240,-11.13662024149497,-7.323597415660438
C-53965-5632-556,240,-8.448616316004316,-7.334797432016648
C-53965-5632-557,240,-9.886510625683487,-7.328806205726319
C-53965-5632-558,240,-9.865161077801345,-7.328895162175828
C-53965-5632-559,240,-8.988936083682177,-7.332546099651324
C-53965-5632-56,240,-8.876450863255108,-7.333014788069771
C-53965-5632-560,240,-8.790508516200466,-7.333372881182498
C-53965-5632-561,240,-8.724682664185194,-7.333647155565895
C-53965-5632-562,240,-8.814915239117772,-7.333271186503676
C-53965-5632-564,240,-8.541075584592669,-7.334412185064197
C-53965-5632-565,240,-9.137514329994413,-7.331927023625023
C-53965-5632-567,240,-8.93606650212298,-7.332766389574488
C-53965-5632-568,240,-8.649984764642358,-7.33395839681399
C-53965-5632-569,240,-8.542839793883779,-7.334404834192151
C-53965-5632-57,240,-9.298295324987837,-7.331257102812551
C-53965-5632-570,240,-8.802748325616285,-7.333321881976599
C-53965-5632-574,240,-8.84842722672807,-7.333131553221966
C-53965-5632-575,240,-8.972517789757019,-7.332614509209346
C-53965-5632-577,240,-8.29512043169029,-7.33543699820129
C-53965-5632-578,240,-8.547888051855416,-7.334383799783936
C-53965-5632-579,240,-8.79048971533574,-7.333372959519434
C-53965-5632-58,240,-8.936080557750133,-7.332766331009375
C-53965-5632-580,240,-8.654156383373136,-7.333941015069278
C-53965-5632-581,240,-7.799662774937498,-7.337501405104427
C-53965-5632-582,240,-8.984384605844562,-7.332565064142314
C-53965-5632-585,240,-8.984401574604354,-7.332564993439148
C-53965-5632-587,240,-9.078667841773738,-7.332172217325943
C-53965-5632-588,240,-8.936087975573956,-7.332766300101776
C-53965-5632-59,240,-8.727494785227055,-7.333635438394888
C-53965-5632-590,240,-8.455768345667224,-7.334767631893054
C-53965-5632-591,240,-8.387957028043367,-7.335050179049819
C-53965-5632-592,240,-8.832819742247,-7.333196584407304
C-53965-5632-593,240,-8.632186695785865,-7.334032555434225
C-53965-5632-594,240,-9.088100045851208,-7.3321329164756195
C-53965-5632-595,240,-10.51652924407649,-7.326181128149681
C-53965-5632-596,240,-8.814915966553919,-7.333271183472692
C-53965-5632-597,240,-9.166613930324932,-7.331805775290312
C-53965-5632-598,240,-8.716645477243931,-7.333680643844817
C-53965-5632-599,240,-8.79048513876387,-7.333372978588484
C-53965-5632-6,240,-9.298300647837669,-7.331257080634009
C-53965-5632-600,240,-8.455760666434392,-7.334767663889857
C-53965-5632-602,240,-8.93606290952661,-7.332766404543639
C-53965-5632-603,240,-9.01462565626249,-7.332439059765573
C-53965-5632-604,240,-8.73687858502566,-7.33359633922906
