cluster	n_atoms	BE_per_atom	E_cluster	BE_category	size_category	energy_category	stability_index	size_efficiency	structural_category	density_category	compactness	be_rank	size_rank	efficiency_rank
C-187658-4107-100	240	-7.332565074234262	-8.98438218377718	Low	Very Large	Medium E	0.20881559546470183	-1.3368890704888219	Linear	Low Density	10.157091475659083	1855.0	2616.0	1855.0
C-187658-4107-101	240	-7.312356353926428	-13.83447505765734	High	Very Large	Very Low E	0.7790061762487628	-1.3332045730401674	Spherical	Low Density	10.610349420984011	11.0	2616.0	11.0
C-187658-4107-103	240	-7.332601467040309	-8.975647910325824	Low	Very Large	Medium E	0.20778876967364832	-1.336895705703669	Intermediate	Low Density	10.629971169632867	1981.0	2616.0	1981.0
C-187658-4107-104	240	-7.33464084854125	-8.486196350100068	Very Low	Very Large	Medium E	0.15024746548671195	-1.3372675301350327	Spherical	Low Density	10.213256689196477	4290.0	2616.0	4289.0
C-187658-4107-106	240	-7.332837914188119	-8.918900594851602	Low	Very Large	Medium E	0.20111739541141904	-1.3369388152573456	Linear	Low Density	10.262378042444555	2359.0	2616.0	2359.0
C-187658-4107-107	240	-7.332601512115603	-8.975637092255292	Low	Very Large	Medium E	0.20778749787080708	-1.3368957139218938	Intermediate	Low Density	10.27258892440565	2003.0	2616.0	2003.0
C-187658-4107-108	240	-7.332766405791384	-8.936062610068003	Low	Very Large	Medium E	0.20313501026500566	-1.3369257776923087	Intermediate	Low Density	10.251536753822334	2246.0	2616.0	2246.0
C-187658-4107-109	240	-7.329728679944825	-9.665116813241797	Low	Very Large	Medium E	0.2888446761086499	-1.3363719329678103	Intermediate	Low Density	10.481316135877774	856.0	2616.0	856.0
C-187658-4107-11	240	-7.334767579000742	-8.45578103982186	Very Low	Very Large	Medium E	0.1466717559316305	-1.337290635905589	Linear	Low Density	10.2766002951982	4393.0	2616.0	4392.0
C-187658-4107-112	240	-7.334797583087645	-8.44858005896524	Very Low	Very Large	Medium E	0.1458251883372197	-1.3372961063153903	Spherical	Low Density	10.263236486799736	4495.0	2616.0	4494.0
C-187658-4107-113	240	-7.336325417986006	-8.08189968335847	Very Low	Very Large	Medium E	0.10271721045595186	-1.3375746644674764	Spherical	Low Density	10.48917840788412	5107.0	2616.0	5106.0
C-187658-4107-114	240	-7.334767650045768	-8.45576398901552	Very Low	Very Large	Medium E	0.14666975139082133	-1.337290648858671	Spherical	Low Density	9.929341427540093	4423.0	2616.0	4422.0
C-187658-4107-115	240	-7.328267663157927	-10.01576084209744	Low	Very Large	Medium E	0.3300673758920552	-1.33610555723784	Spherical	Low Density	10.223722073165582	529.0	2616.0	529.0
C-187658-4107-116	240	-7.332059405579141	-9.105742661006248	Low	Very Large	Medium E	0.22308307503568592	-1.3367968758895956	Spherical	Low Density	10.599654085428972	1340.0	2616.0	1340.0
C-187658-4107-117	240	-7.332055785026357	-9.106611593674195	Low	Very Large	Medium E	0.2231852292079001	-1.3367962157826074	Intermediate	Low Density	10.184087185893107	1336.0	2616.0	1336.0
C-187658-4107-118	240	-7.336376809838013	-8.06956563887687	Very Low	Very Large	Medium E	0.10126718544214613	-1.337584034340715	Spherical	Low Density	10.549191228475548	5112.0	2616.0	5111.0
C-187658-4107-119	240	-7.3297286808245	-9.665116602119946	Low	Very Large	Medium E	0.28884465128855286	-1.3363719331281947	Linear	Low Density	10.155960696334805	857.0	2616.0	857.0
C-187658-4107-12	240	-7.333253922761786	-8.819058537171363	Very Low	Very Large	Medium E	0.18937968185918183	-1.3370146628372492	Intermediate	Low Density	10.076752157946762	2666.0	2616.0	2666.0
C-187658-4107-120	240	-7.33256504178014	-8.984389972766486	Low	Very Large	Medium E	0.20881651116022446	-1.3368890645717164	Linear	Low Density	10.513607734466662	1736.0	2616.0	1736.0
C-187658-4107-121	240	-7.331570062761698	-9.223184937192451	Low	Very Large	Medium E	0.23688991985465635	-1.3367076578522867	Intermediate	Low Density	10.118219530818239	1124.0	2616.0	1124.0
C-187658-4107-122	240	-7.333652320461018	-8.723443089355541	Very Low	Very Large	Medium E	0.17813886046883629	-1.3370872995645633	Linear	Low Density	10.237034026822956	3308.0	2616.0	3308.0
C-187658-4107-123	240	-7.326842961239311	-10.35768930256514	Low	Very Large	Low E	0.37026544890436647	-1.3358458025129354	Spherical	Low Density	10.148450623526724	419.0	2616.0	419.0
C-187658-4107-125	240	-7.327023420974474	-10.31437896612635	Low	Very Large	Low E	0.365173763749003	-1.335878704320851	Linear	Low Density	9.922974330508476	432.0	2616.0	432.0
C-187658-4107-126	240	-7.32383289325112	-11.08010561973123	Medium	Very Large	Low E	0.4551947461702203	-1.335297000428794	Linear	Low Density	10.382775727813264	272.0	2616.0	272.0
C-187658-4107-127	240	-7.335139675922989	-8.366477778482524	Very Low	Very Large	Medium E	0.13617301296461182	-1.3373584774185492	Intermediate	Low Density	10.498213731199918	4742.0	2616.0	4741.0
C-187658-4107-128	240	-7.332105854460818	-9.09459492940374	Low	Very Large	Medium E	0.22177251630575626	-1.3368053445498285	Linear	Low Density	10.529482548699956	1354.0	2616.0	1354.0
C-187658-4107-129	240	-7.328895173850323	-9.86515827592263	Low	Very Large	Medium E	0.31236211397071656	-1.336219966339946	Linear	Low Density	10.512485906624851	695.0	2616.0	695.0
C-187658-4107-13	240	-7.335109520738609	-8.37371502273383	Very Low	Very Large	Medium E	0.13702384378584842	-1.33735297946033	Linear	Low Density	10.345117774547202	4665.0	2616.0	4664.0
C-187658-4107-130	240	-7.33276642764894	-8.936057364254436	Low	Very Large	Medium E	0.203134393552407	-1.3369257816774254	Intermediate	Low Density	10.252696473582226	2274.0	2616.0	2274.0
C-187658-4107-131	240	-7.321814464087486	-11.56452861900325	Medium	Very Large	Low E	0.5121448785661756	-1.3349289960727333	Intermediate	Low Density	10.266832637305514	52.0	2616.0	52.0
C-187658-4107-132	240	-7.329972332995727	-9.60664008102553	Low	Very Large	Medium E	0.2819699867425192	-1.3364163563172717	Spherical	Low Density	10.147351508578003	906.0	2616.0	906.0
C-187658-4107-133	240	-7.3343726051250835	-8.550574769979857	Very Low	Very Large	Medium E	0.15781597387940718	-1.337218623417169	Spherical	Low Density	10.325067088656285	3919.0	2616.0	3918.0
C-187658-4107-134	240	-7.326825883365294	-10.36178799232932	Low	Very Large	Low E	0.37074730241889264	-1.3358426888381314	Intermediate	Low Density	10.01474374086069	399.0	2616.0	399.0
C-187658-4107-135	240	-7.331790739747079	-9.170222460700822	Low	Very Large	Medium E	0.23066350192499646	-1.3367478921559552	Intermediate	Low Density	10.387105046571378	1174.0	2616.0	1174.0
C-187658-4107-136	240	-7.332525350513625	-8.993915876729842	Low	Very Large	Medium E	0.20993640326430882	-1.3368818279744463	Linear	Low Density	9.756896888589976	1529.0	2616.0	1529.0
C-187658-4107-137	240	-7.33337294218372	-8.79049387590701	Very Low	Very Large	Medium E	0.18602153981538075	-1.3370363627148156	Spherical	Low Density	10.190765287239296	3057.0	2616.0	3057.0
C-187658-4107-138	240	-7.332913567328764	-8.900743841096501	Very Low	Very Large	Medium E	0.19898283629309563	-1.3369526085010268	Linear	Low Density	10.52201408597543	2390.0	2616.0	2390.0
C-187658-4107-139	240	-7.332601415652872	-8.975660243310875	Low	Very Large	Medium E	0.20779021957410412	-1.3368956963346008	Linear	Low Density	10.571544460173508	1975.0	2616.0	1975.0
C-187658-4107-14	240	-7.335503286786176	-8.279211171317748	Very Low	Very Large	Medium E	0.12591370479953662	-1.3374247717349288	Spherical	Low Density	10.22184108853682	4990.0	2616.0	4989.0
C-187658-4107-140	240	-7.333321893855806	-8.802745474606674	Very Low	Very Large	Medium E	0.18746187227077796	-1.33702705547363	Intermediate	Low Density	10.377853905390308	2922.0	2616.0	2922.0
C-187658-4107-141	240	-7.333104957861029	-8.854810113352872	Very Low	Very Large	Medium E	0.19358273786595345	-1.3369875032354328	Linear	Low Density	10.171689504995454	2495.0	2616.0	2495.0
C-187658-4107-142	240	-7.336519299548562	-8.035368108345011	Very Low	Very Large	Medium E	0.09724682741966835	-1.3376100133718947	Linear	Low Density	10.22385170615917	5144.0	2616.0	5143.0
C-187658-4107-144	240	-7.331387715116658	-9.266948372002178	Low	Very Large	Medium E	0.24203487253084868	-1.3366744118365725	Spherical	Low Density	10.344165193613325	1102.0	2616.0	1102.0
C-187658-4107-145	240	-7.333321995230359	-8.80272114471388	Very Low	Very Large	Medium E	0.18745901198004783	-1.3370270739564571	Spherical	Low Density	10.519624192756233	2961.0	2616.0	2961.0
C-187658-4107-146	240	-7.332650883125866	-8.963788049792198	Low	Very Large	Medium E	0.206394491060528	-1.3369047153509097	Spherical	Low Density	10.675930306668917	2063.0	2616.0	2063.0
C-187658-4107-147	240	-7.334448680494707	-8.53231668127032	Very Low	Very Large	Medium E	0.15566950153835	-1.3372324936425477	Intermediate	Low Density	10.428143689156032	4192.0	2616.0	4191.0
C-187658-4107-148	240	-7.334424034260067	-8.5382317775838	Very Low	Very Large	Medium E	0.15636489692357752	-1.3372280000879204	Intermediate	Low Density	10.141088110423459	4130.0	2616.0	4129.0
C-187658-4107-149	240	-7.333573693373724	-8.742313590306246	Very Low	Very Large	Medium E	0.1803573297180658	-1.3370729641045187	Spherical	Low Density	10.280597361010395	3202.0	2616.0	3202.0
C-187658-4107-15	240	-7.332565015494566	-8.984396281304011	Low	Very Large	Medium E	0.20881725280968647	-1.336889059779274	Spherical	Low Density	10.612410980655097	1637.0	2616.0	1637.0
C-187658-4107-150	240	-7.331859933261535	-9.15361601723147	Low	Very Large	Medium E	0.2287112016510004	-1.336760507666665	Linear	Low Density	10.289613811142637	1234.0	2616.0	1234.0
C-187658-4107-151	240	-7.332592405605722	-8.9778226546267	Low	Very Large	Medium E	0.20804443873982423	-1.3368940536033822	Spherical	Low Density	10.24303356934468	1962.0	2616.0	1962.0
C-187658-4107-152	240	-7.335072690828176	-8.382554201237578	Very Low	Very Large	Medium E	0.13806300251039194	-1.337346264551669	Linear	Low Density	10.52817606316789	4624.0	2616.0	4623.0
C-187658-4107-154	240	-7.322473263717297	-11.40641670784855	Medium	Very Large	Low E	0.4935567968954592	-1.335049109841356	Linear	Low Density	10.293907075380053	109.0	2616.0	109.0
C-187658-4107-155	240	-7.332565017216273	-8.98439586809454	Low	Very Large	Medium E	0.20881720423161132	-1.336889060093179	Spherical	Low Density	10.315036499663721	1639.0	2616.0	1639.0
C-187658-4107-156	240	-7.311218245503496	-14.10762107916102	Very High	Very Large	Very Low E	0.8111179919788906	-1.33299707065918	Intermediate	Low Density	10.588352889456749	8.0	2616.0	8.0
C-187658-4107-157	240	-7.334376226182381	-8.54970571622862	Very Low	Very Large	Medium E	0.15771380547229877	-1.3372192836161412	Spherical	Low Density	10.249054694943705	3934.0	2616.0	3933.0
C-187658-4107-158	240	-7.333129832053983	-8.848840307044215	Very Low	Very Large	Medium E	0.19288091061956783	-1.3369920383519112	Linear	Low Density	10.20482254944306	2509.0	2616.0	2509.0
C-187658-4107-159	240	-7.333273155800279	-8.814442607933044	Very Low	Very Large	Medium E	0.18883702021503873	-1.3370181694462862	Intermediate	Low Density	10.092758464380697	2821.0	2616.0	2821.0
C-187658-4107-16	240	-7.328895158295484	-9.865162009083576	Low	Very Large	Medium E	0.31236255285166264	-1.3362199635039544	Spherical	Low Density	10.098969436233052	675.0	2616.0	675.0
C-187658-4107-160	240	-7.333321872808927	-8.802750525857345	Very Low	Very Large	Medium E	0.18746246611006734	-1.3370270516363179	Spherical	Low Density	10.643456649501468	2907.0	2616.0	2907.0
C-187658-4107-162	240	-7.331791729048493	-9.1699850283615	Low	Very Large	Medium E	0.23063558871036485	-1.3367480725275214	Linear	Low Density	10.540653131640493	1176.0	2616.0	1176.0
C-187658-4107-163	240	-7.331894485867082	-9.145323391900378	Low	Very Large	Medium E	0.22773629725705236	-1.3367668073721903	Intermediate	Low Density	10.214757743557024	1252.0	2616.0	1252.0
C-187658-4107-164	240	-7.33328236047211	-8.812233486693584	Very Low	Very Large	Medium E	0.188577309699119	-1.337019847661896	Intermediate	Low Density	10.215029324227787	2848.0	2616.0	2848.0
C-187658-4107-165	240	-7.3351274966459155	-8.369400804980069	Very Low	Very Large	Medium E	0.13651665219374443	-1.3373562568664992	Linear	Low Density	10.214755043923436	4717.0	2616.0	4716.0
C-187658-4107-166	240	-7.332766401290746	-8.936063690220912	Low	Very Large	Medium E	0.20313513725085158	-1.3369257768717426	Spherical	Low Density	9.537333681506599	2238.0	2616.0	2238.0
C-187658-4107-168	240	-7.333656853334085	-8.722355199819637	Very Low	Very Large	Medium E	0.17801096511042708	-1.337088126007752	Spherical	Low Density	10.20263047652007	3330.0	2616.0	3330.0
C-187658-4107-17	240	-7.332565082902204	-8.984380103471041	Low	Very Large	Medium E	0.20881535089806116	-1.3368890720691797	Linear	Low Density	10.081626350944527	1884.0	2616.0	1884.0
C-187658-4107-170	240	-7.333636225736955	-8.727305823130722	Very Low	Very Large	Medium E	0.1785929743326116	-1.3370843651397784	Linear	Low Density	10.120219368194665	3281.0	2616.0	3281.0
C-187658-4107-171	240	-7.33256504653397	-8.9843888318471	Low	Very Large	Medium E	0.20881637703054323	-1.3368890654384449	Linear	Low Density	10.185202760480625	1760.0	2616.0	1760.0
C-187658-4107-172	240	-7.332766369032422	-8.93607143221884	Low	Very Large	Medium E	0.2031360474219175	-1.3369257709903355	Spherical	Low Density	10.398493919782641	2191.0	2616.0	2191.0
C-187658-4107-173	240	-7.335050162317255	-8.387961043858695	Very Low	Very Large	Medium E	0.138698646159814	-1.337342157104995	Linear	Low Density	10.162005792585287	4607.0	2616.0	4606.0
C-187658-4107-174	240	-7.323875370852022	-11.06991099551465	Medium	Very Large	Low E	0.4539962374294413	-1.3353047450365558	Intermediate	Low Density	10.502598586430445	290.0	2616.0	290.0
C-187658-4107-175	240	-7.32548814573923	-10.68284502258491	Medium	Very Large	Low E	0.40849167130140773	-1.335598789630506	Intermediate	Low Density	10.380851479272414	328.0	2616.0	328.0
C-187658-4107-176	240	-7.334821961069985	-8.44272934320362	Very Low	Very Large	Medium E	0.14513736171102834	-1.33730055096168	Intermediate	Low Density	10.436952449598856	4506.0	2616.0	4505.0
C-187658-4107-177	240	-7.333249593020524	-8.820097675074207	Very Low	Very Large	Medium E	0.18950184583826868	-1.337013873429489	Linear	Low Density	10.309793332248645	2590.0	2616.0	2590.0
C-187658-4107-178	240	-7.331257059465607	-9.298305728254304	Low	Very Large	Medium E	0.2457213316643703	-1.3366505904166301	Linear	Low Density	9.837989077807203	1057.0	2616.0	1057.0
C-187658-4107-179	240	-7.333089948513787	-8.858412356691087	Very Low	Very Large	Medium E	0.19400622774017487	-1.3369847666988894	Spherical	Low Density	10.760272678983872	2489.0	2616.0	2489.0
C-187658-4107-18	240	-7.33507083328313	-8.383000012048806	Very Low	Very Large	Medium E	0.1381154132851891	-1.337345925880052	Spherical	Low Density	10.17767240214045	4622.0	2616.0	4621.0
C-187658-4107-180	240	-7.333321925191552	-8.802737954027677	Very Low	Very Large	Medium E	0.1874609881303334	-1.3370270611868307	Spherical	Low Density	10.699219807735863	2939.0	2616.0	2939.0
C-187658-4107-182	240	-7.333743385154336	-8.701587562959165	Very Low	Very Large	Medium E	0.17556946321946698	-1.3371039026757492	Linear	Low Density	10.433905187879768	3383.0	2616.0	3383.0
C-187658-4107-183	240	-7.335120603500557	-8.371055159866371	Very Low	Very Large	Medium E	0.13671114281440358	-1.3373550000933785	Linear	Low Density	10.091506681243422	4712.0	2616.0	4711.0
C-187658-4107-184	240	-7.33276639796931	-8.936064487365423	Low	Very Large	Medium E	0.20313523096540886	-1.3369257762661715	Intermediate	Low Density	10.313690870529303	2231.0	2616.0	2231.0
C-187658-4107-185	240	-7.332766388779285	-8.936066692971782	Low	Very Large	Medium E	0.2031354902626811	-1.3369257745906262	Linear	Low Density	10.573140105200135	2215.0	2616.0	2215.0
C-187658-4107-186	240	-7.339824424369264	-7.242138151376651	Very Low	Very Large	High E	0.003992479179244687	-1.338212610853767	Spherical	Low Density	10.48939669119443	5226.0	2616.0	5225.0
C-187658-4107-188	240	-7.325653807606483	-10.643086174444	Medium	Very Large	Low E	0.4038175091147807	-1.3356289934592462	Intermediate	Low Density	10.179110374236709	333.0	2616.0	333.0
C-187658-4107-19	240	-7.333252711854531	-8.819349154912594	Very Low	Very Large	Medium E	0.18941384769950667	-1.3370144420620282	Linear	Low Density	10.492850609035287	2639.0	2616.0	2639.0
C-187658-4107-190	240	-7.335159685139485	-8.361675566523706	Very Low	Very Large	Medium E	0.13560845139907618	-1.3373621255420327	Spherical	Low Density	10.280076674614735	4764.0	2616.0	4763.0
C-187658-4107-191	240	-7.323833068772147	-11.08006349468478	Medium	Very Large	Low E	0.45518979383109015	-1.335297032430166	Spherical	Low Density	10.317838434727461	288.0	2616.0	288.0
C-187658-4107-192	240	-7.332048654008002	-9.10832303807952	Low	Very Large	Medium E	0.22338643143326078	-1.3367949156399692	Linear	Low Density	10.474814661747782	1325.0	2616.0	1325.0
C-187658-4107-193	240	-7.331987773218208	-9.122934427629774	Low	Very Large	Medium E	0.2251041875485497	-1.3367838157231389	Intermediate	Low Density	9.872532393279059	1308.0	2616.0	1308.0
C-187658-4107-194	240	-7.33511386173142	-8.372673184459053	Very Low	Very Large	Medium E	0.1369013623434499	-1.337353770919497	Linear	Low Density	10.188980286605334	4679.0	2616.0	4678.0
C-187658-4107-195	240	-7.333884669308326	-8.66767936600166	Very Low	Very Large	Medium E	0.1715831200669975	-1.3371296619072583	Intermediate	Medium Density	10.798490422048836	3446.0	2616.0	3446.0
C-187658-4107-196	240	-7.332601492782393	-8.975641732225629	Low	Very Large	Medium E	0.20778804335878948	-1.3368957103970214	Linear	Low Density	10.286686861995252	1998.0	2616.0	1998.0
C-187658-4107-197	240	-7.335087160307872	-8.379081526110676	Very Low	Very Large	Medium E	0.13765474504008055	-1.3373489026583976	Intermediate	Low Density	10.47714359302465	4632.0	2616.0	4631.0
C-187658-4107-198	240	-7.322969143906632	-11.28740546240834	Medium	Very Large	Low E	0.4795654996312562	-1.3351395197864	Spherical	Low Density	10.141937795093673	140.0	2616.0	140.0
C-187658-4107-199	240	-7.333372988383351	-8.79048278799573	Very Low	Very Large	Medium E	0.18602023628928363	-1.337036371138032	Intermediate	Low Density	10.507126592827186	3074.0	2616.0	3074.0
